"test_num","board","sensor","marble_color","min_value","max_value","low_threshold","high_threshold","min_range","max_range","sensor_amplitude","monitored_mean","coeff_monitored_range","coeff_full_range","Maxy ref alpha","maxy i ref","maxy cal alpha","adjusted_full_range"
2,3,9," NONE   ",0,0,0,474,949,2177,1228,0,-0.772801302931596,0,3143,2105,3217,0
2,3,9," Red    ",949,1016,474,1168,949,2177,1228,982.5,0.0272801302931596,0.451309141019752,3143,2105,3217,0.456009383050407
2,3,9," Blue   ",1321,1448,1168,1532,949,2177,1228,1384.5,0.354641693811075,0.635966926963711,3143,2105,3217,0.642590321458818
2,3,9," Yellow ",1617,1757,1532,1928,949,2177,1228,1687,0.600977198697068,0.77491961414791,3143,2105,3217,0.782990156952709
2,3,9," White  ",2099,2177,1928,4095,949,2177,1228,2138,0.968241042345277,0.982085438677079,3143,2105,3217,0.992313548052692
2,3,10," NONE   ",0,0,0,456,911,1933,1022,0,-0.891389432485323,0,3143,2004,3217,0
2,3,10," Red    ",911,983,456,1110,911,1933,1022,947,0.0352250489236791,0.48991205380238,3143,2004,3217,0.461684805707205
2,3,10," Blue   ",1236,1310,1110,1449,911,1933,1022,1273,0.354207436399217,0.658561821003621,3143,2004,3217,0.620617484335029
2,3,10," Yellow ",1588,1709,1449,1793,911,1933,1022,1648.5,0.721624266144814,0.852819451629591,3143,2004,3217,0.80368257888947
2,3,10," White  ",1877,1933,1793,4095,911,1933,1022,1905,0.972602739726027,0.985514743921366,3143,2004,3217,0.928732370509215
2,3,11," NONE   ",0,0,0,468,935,2192,1257,0,-0.743834526650756,0,3143,2174,3217,0
2,3,11," Red    ",935,1049,468,1192,935,2192,1257,992,0.045346062052506,0.452554744525547,3143,2174,3217,0.445805531160787
2,3,11," Blue   ",1336,1382,1192,1535,935,2192,1257,1359,0.337311058074781,0.619981751824817,3143,2174,3217,0.610735601660795
2,3,11," Yellow ",1688,1709,1535,1925,935,2192,1257,1698.5,0.607398568019093,0.774863138686131,3143,2174,3217,0.76330715189173
2,3,11," White  ",2141,2192,1925,4095,935,2192,1257,2166.5,0.979713603818616,0.988366788321168,3143,2174,3217,0.97362669683452
2,3,12," NONE   ",0,0,0,588,1177,2552,1375,0,-0.856,0,3143,2671,3217,0
2,3,12," Red    ",1177,1302,588,1465,1177,2552,1375,1239.5,0.0454545454545455,0.485697492163009,3143,2671,3217,0.453383763507397
2,3,12," Blue   ",1628,1901,1465,1962,1177,2552,1375,1764.5,0.427272727272727,0.691418495297806,3143,2671,3217,0.645418032036145
2,3,12," Yellow ",2022,2109,1962,2319,1177,2552,1375,2065.5,0.646181818181818,0.809365203761755,3143,2671,3217,0.75551767932596
2,3,12," White  ",2529,2552,2319,4095,1177,2552,1375,2540.5,0.991636363636364,0.995493730407524,3143,2671,3217,0.929262969899589
2,3,13," NONE   ",0,0,0,470,941,2109,1168,0,-0.805650684931507,0,3143,2124,3217,0
2,3,13," Red    ",941,1063,470,1188,941,2109,1168,1002,0.0522260273972603,0.475106685633001,3143,2124,3217,0.460899810154037
2,3,13," Blue   ",1312,1400,1188,1517,941,2109,1168,1356,0.355308219178082,0.642958748221906,3143,2124,3217,0.623732677214445
2,3,13," Yellow ",1634,1706,1517,1894,941,2109,1168,1670,0.624143835616438,0.791844476055002,3143,2124,3217,0.768166350256728
2,3,13," White  ",2083,2109,1894,4095,941,2109,1168,2096,0.988869863013699,0.993835941204362,3143,2124,3217,0.964117766549762
2,3,14," NONE   ",0,0,0,674,1348,3019,1671,0,-0.806702573309395,0,3143,2912,3217,0
2,3,14," Red    ",1348,1404,674,1592,1348,3019,1671,1376,0.0167564332734889,0.455780059622392,3143,2912,3217,0.46165801869874
2,3,14," Blue   ",1780,1900,1592,2063,1348,3019,1671,1840,0.29443447037702,0.60947333554157,3143,2912,3217,0.617333397097152
2,3,14," Yellow ",2226,2278,2063,2566,1348,3019,1671,2252,0.5409934171155,0.74594236502153,3143,2912,3217,0.755562396881949
2,3,14," White  ",2854,3019,2566,4095,1348,3019,1671,2936.5,0.950628366247756,0.972673070553163,3143,2912,3217,0.98521713074771
2,3,15," NONE   ",0,0,0,677,1354,3011,1657,0,-0.817139408569704,0,3143,2792,3217,0
2,3,15," Red    ",1354,1456,677,1629,1354,3011,1657,1405,0.0307785153892577,0.466622384589837,3143,2792,3217,0.491647947463912
2,3,15," Blue   ",1802,1901,1629,2096,1354,3011,1657,1851.5,0.3002414001207,0.614911989372301,3143,2792,3217,0.64789051582166
2,3,15," Yellow ",2290,2329,2096,2582,1354,3011,1657,2309.5,0.576644538322269,0.767020923281302,3143,2792,3217,0.808157248873953
2,3,15," White  ",2835,3011,2582,4095,1354,3011,1657,2923,0.946891973445987,0.970773829292594,3143,2792,3217,1.02283768714378
3,3,0," NONE   ",0,0,0,761,1522,3414,1892,0,-0.804439746300211,0,3143,3143,3414,0
3,3,0," Red    ",1522,1672,761,1934,1522,3414,1892,1597,0.0396405919661734,0.467779730521383,3143,3143,3414,0.467779730521383
3,3,0," Blue   ",2195,2236,1934,2419,1522,3414,1892,2215.5,0.36654334038055,0.648945518453427,3143,3143,3414,0.648945518453427
3,3,0," Yellow ",2602,2639,2419,3010,1522,3414,1892,2620.5,0.580602536997886,0.767574692442882,3143,3143,3414,0.767574692442882
3,3,0," White  ",3381,3414,3010,4095,1522,3414,1892,3397.5,0.991279069767442,0.995166959578207,3143,3143,3414,0.995166959578207
3,3,1," NONE   ",0,0,0,750,1500,3258,1758,0,-0.853242320819113,0,3143,3051,3414,0
3,3,1," Red    ",1500,1633,750,1832,1500,3258,1758,1566.5,0.0378270762229807,0.480816451810927,3143,3051,3414,0.472681990615694
3,3,1," Blue   ",2032,2107,1832,2304,1500,3258,1758,2069.5,0.323947667804323,0.635205647636587,3143,3051,3414,0.624459227308764
3,3,1," Yellow ",2500,2517,2304,2805,1500,3258,1758,2508.5,0.573663253697383,0.769950890116636,3143,3051,3414,0.756924847404704
3,3,1," White  ",3093,3258,2805,4095,1500,3258,1758,3175.5,0.953071672354949,0.974677716390424,3143,3051,3414,0.95818810162792
3,3,2," NONE   ",0,0,0,648,1296,2897,1601,0,-0.80949406620862,0,3143,2712,3414,0
3,3,2," Red    ",1296,1353,648,1577,1296,2897,1601,1324.5,0.0178013741411618,0.45719710044874,3143,2712,3414,0.44961743290252
3,3,2," Blue   ",1801,1901,1577,2014,1296,2897,1601,1851,0.346658338538413,0.638936831204694,3143,2712,3414,0.62834418142889
3,3,2," Yellow ",2128,2282,2014,2536,1296,2897,1601,2205,0.567770143660212,0.761132205730066,3143,2712,3414,0.748513733144626
3,3,2," White  ",2790,2897,2536,4095,1296,2897,1601,2843.5,0.966583385384135,0.981532619951674,3143,2712,3414,0.965260226846596
3,3,3," NONE   ",0,0,0,701,1402,3044,1642,0,-0.853836784409257,0,3143,2992,3414,0
3,3,3," Red    ",1402,1505,701,1718,1402,3044,1642,1453.5,0.0313641900121803,0.477496714848883,3143,2992,3414,0.447233483783352
3,3,3," Blue   ",1932,1999,1718,2226,1402,3044,1642,1965.5,0.343179049939099,0.645696452036794,3143,2992,3414,0.604772901531598
3,3,3," Yellow ",2452,2475,2226,2712,1402,3044,1642,2463.5,0.64646772228989,0.809296977660972,3143,2992,3414,0.758004600825791
3,3,3," White  ",2950,3044,2712,4095,1402,3044,1642,2997,0.971376370280146,0.984559789750329,3143,2992,3414,0.922159443342763
3,3,4," NONE   ",0,0,0,567,1134,2793,1659,0,-0.683544303797468,0,3143,2429,3414,0
3,3,4," Red    ",1134,1305,567,1508,1134,2793,1659,1219.5,0.0515370705244123,0.436627282491944,3143,2429,3414,0.462205547930289
3,3,4," Blue   ",1711,1737,1508,1916,1134,2793,1659,1724,0.355635925256178,0.617257429287504,3143,2429,3414,0.653417273170822
3,3,4," Yellow ",2094,2157,1916,2435,1134,2793,1659,2125.5,0.597649186256781,0.761009667024705,3143,2429,3414,0.805590727450454
3,3,4," White  ",2713,2793,2435,4095,1134,2793,1659,2753,0.975889089813141,0.985678481919083,3143,2429,3414,1.04342097044041
3,3,5," NONE   ",0,0,0,436,871,2152,1281,0,-0.679937548790008,0,3143,2020,3414,0
3,3,5," Red    ",871,974,436,1112,871,2152,1281,922.5,0.0402029664324746,0.428671003717472,3143,2020,3414,0.42043210252484
3,3,5," Blue   ",1251,1347,1112,1487,871,2152,1281,1299,0.334113973458236,0.603624535315985,3143,2020,3414,0.592023090709774
3,3,5," Yellow ",1627,1697,1487,1836,871,2152,1281,1662,0.617486338797814,0.772304832713755,3143,2020,3414,0.757461413979711
3,3,5," White  ",1974,2152,1836,4095,871,2152,1281,2063,0.930523028883685,0.95864312267658,3143,2020,3414,0.940218349602974
3,3,6," NONE   ",0,1,0,550,1100,2235,1135,0.5,-0.968722466960352,0.000223713646532438,3143,2113,3414,0.000217846893626672
3,3,6," Red    ",1100,1131,550,1305,1100,2235,1135,1115.5,0.0136563876651982,0.49910514541387,3143,2113,3414,0.486016419681105
3,3,6," Blue   ",1479,1495,1305,1612,1100,2235,1135,1487,0.340969162995595,0.665324384787472,3143,2113,3414,0.647876661645722
3,3,6," Yellow ",1729,1760,1612,1954,1100,2235,1135,1744.5,0.56784140969163,0.780536912751678,3143,2113,3414,0.760067811863458
3,3,6," White  ",2148,2235,1954,4095,1100,2235,1135,2191.5,0.961674008810573,0.980536912751678,3143,2113,3414,0.954822934765703
3,3,7," NONE   ",0,0,0,610,1221,2674,1453,0,-0.840330350997935,0,3143,2623,3414,0
3,3,7," Red    ",1221,1341,610,1493,1221,2674,1453,1281,0.0412938747419133,0.479057591623037,3143,2623,3414,0.449605591204479
3,3,7," Blue   ",1645,1698,1493,1878,1221,2674,1453,1671.5,0.310048176187199,0.62509349289454,3143,2623,3414,0.586663345588046
3,3,7," Yellow ",2057,2078,1878,2324,1221,2674,1453,2067.5,0.582587749483827,0.773186237845924,3143,2623,3414,0.725651490878424
3,3,7," White  ",2570,2674,2324,4095,1221,2674,1453,2622,0.964211975223675,0.980553477935677,3143,2623,3414,0.92026999230144
3,3,8," NONE   ",0,27,0,530,1032,2116,1084,13.5,-0.939575645756458,0.00637996219281664,3143,2088,3414,0.00595229077025635
3,3,8," Red    ",1032,1084,530,1221,1032,2116,1084,1058,0.0239852398523985,0.5,3143,2088,3414,0.466483232217127
3,3,8," Blue   ",1358,1424,1221,1569,1032,2116,1084,1391,0.331180811808118,0.657372400756144,3143,2088,3414,0.613306404550117
3,3,8," Yellow ",1714,1750,1569,1922,1032,2116,1084,1732,0.645756457564576,0.818525519848771,3143,2088,3414,0.763656860302518
3,3,8," White  ",2093,2116,1922,4095,1032,2116,1084,2104.5,0.989391143911439,0.994565217391304,3143,2088,3414,0.927895994518851
3,3,9," NONE   ",0,0,0,512,1025,2196,1171,0,-0.87532023911187,0,3143,2105,3414,0
3,3,9," Red    ",1025,1059,512,1165,1025,2196,1171,1042,0.0145175064047822,0.474499089253188,3143,2105,3414,0.455718315111592
3,3,9," Blue   ",1271,1626,1165,1606,1025,2196,1171,1448.5,0.361656703672075,0.659608378870674,3143,2105,3414,0.633500939960787
3,3,9," Yellow ",1586,1673,1606,1911,1025,2196,1171,1629.5,0.516225448334757,0.742030965391621,3143,2105,3414,0.712661223103972
3,3,9," White  ",2149,2196,1911,4095,1025,2196,1171,2172.5,0.979931682322801,0.989298724954463,3143,2105,3414,0.950142072533525
3,3,10," NONE   ",0,9,0,511,1013,2099,1086,4.5,-0.928637200736648,0.00214387803716055,3143,2004,3414,0.00206726266272376
3,3,10," Red    ",1013,1072,511,1192,1013,2099,1086,1042.5,0.0271639042357274,0.496665078608861,3143,2004,3414,0.478915850197671
3,3,10," Blue   ",1311,1418,1192,1455,1013,2099,1086,1364.5,0.32366482504604,0.650071462601239,3143,2004,3414,0.626839978508127
3,3,10," Yellow ",1492,1662,1455,1833,1013,2099,1086,1577,0.519337016574586,0.751310147689376,3143,2004,3414,0.724460715358972
3,3,10," White  ",2004,2099,1833,4095,1013,2099,1086,2051.5,0.956261510128913,0.977370176274416,3143,2004,3414,0.942442078350621
3,3,11," NONE   ",0,0,0,528,1055,2323,1268,0,-0.832018927444795,0,3143,2174,3414,0
3,3,11," Red    ",1055,1082,528,1232,1055,2323,1268,1068.5,0.0106466876971609,0.459965561773569,3143,2174,3414,0.452476315124314
3,3,11," Blue   ",1381,1494,1232,1544,1055,2323,1268,1437.5,0.301656151419558,0.618811881188119,3143,2174,3414,0.608736268592607
3,3,11," Yellow ",1593,1819,1544,2048,1055,2323,1268,1706,0.513406940063091,0.7343951786483,3143,2174,3414,0.722437616847992
3,3,11," White  ",2277,2323,2048,4095,1055,2323,1268,2300,0.98186119873817,0.99009900990099,3143,2174,3414,0.973978029748171
3,3,12," NONE   ",0,0,0,638,1275,2871,1596,0,-0.798872180451128,0,3143,2671,3414,0
3,3,12," Red    ",1275,1346,638,1561,1275,2871,1596,1310.5,0.0222431077694236,0.456461163357715,3143,2671,3414,0.451693666947625
3,3,12," Blue   ",1776,2008,1561,2082,1275,2871,1596,1892,0.386591478696742,0.659003831417625,3143,2671,3414,0.652120883529116
3,3,12," Yellow ",2155,2228,2082,2448,1275,2871,1596,2191.5,0.574248120300752,0.763322884012539,3143,2671,3414,0.755350378569798
3,3,12," White  ",2668,2871,2448,4095,1275,2871,1596,2769.5,0.93640350877193,0.964646464646465,3143,2671,3414,0.954571240451314
3,3,13," NONE   ",0,0,0,530,1061,2232,1171,0,-0.906063193851409,0,3143,2124,3414,0
3,3,13," Red    ",1061,1143,530,1277,1061,2232,1171,1102,0.0350128095644748,0.493727598566308,3143,2124,3414,0.477647981006535
3,3,13," Blue   ",1411,1458,1277,1556,1061,2232,1171,1434.5,0.318958155422716,0.642697132616487,3143,2124,3414,0.62176590631023
3,3,13," Yellow ",1653,1691,1556,1921,1061,2232,1171,1672,0.521776259607173,0.74910394265233,3143,2124,3414,0.724707281527156
3,3,13," White  ",2151,2232,1921,4095,1061,2232,1171,2191.5,0.965414175918019,0.981854838709677,3143,2124,3414,0.949877994896389
3,3,14," NONE   ",0,0,0,720,1441,3082,1641,0,-0.87812309567337,0,3143,2912,3414,0
3,3,14," Red    ",1441,1459,720,1692,1441,3082,1641,1450,0.00548446069469835,0.470473718364698,3143,2912,3414,0.458413602361318
3,3,14," Blue   ",1925,2025,1692,2201,1441,3082,1641,1975,0.325411334552102,0.640817650876054,3143,2912,3414,0.624390941147312
3,3,14," Yellow ",2377,2402,2201,2720,1441,3082,1641,2389.5,0.578001218769043,0.775308241401687,3143,2912,3414,0.755434001960254
3,3,14," White  ",3039,3082,2720,4095,1441,3082,1641,3060.5,0.986898232784887,0.993024010382868,3143,2912,3414,0.967568848294354
3,3,15," NONE   ",0,0,0,740,1481,3085,1604,0,-0.923316708229426,0,3143,2792,3414,0
3,3,15," Red    ",1481,1560,740,1708,1481,3085,1604,1520.5,0.0246259351620948,0.492868719611021,3143,2792,3414,0.501362531746072
3,3,15," Blue   ",1857,1979,1708,2177,1481,3085,1604,1918,0.272443890274314,0.621717990275527,3143,2792,3414,0.632432315612605
3,3,15," Yellow ",2375,2520,2177,2785,1481,3085,1604,2447.5,0.602556109725686,0.793354943273906,3143,2792,3414,0.807027159781987
3,3,15," White  ",3050,3085,2785,4095,1481,3085,1604,3067.5,0.989089775561097,0.994327390599676,3143,2792,3414,1.01146304908325
