board;sensor;marble_color;min_value;max_value;low_threshold;high_threshold
6;14;" Green  ";1958;2086;1797;2308
6;14;" Blue   ";2830;3090;2308;3206
6;14;" White  ";3322;3337;3206;4095
6;15;" NONE   ";0;0;0;428
6;15;" Orange ";856;1054;428;1232
6;15;" Red    ";1357;1502;1232;1599
6;15;" Green  ";1735;1898;1599;2171
6;15;" Blue   ";2626;2798;2171;3056
6;15;" White  ";3314;3332;3056;4095
7;0;" NONE   ";0;0;0;530
7;0;" Orange ";1060;1228;530;1482
7;0;" Red    ";1570;1633;1482;1665
7;0;" Green  ";1867;2153;1665;2428
7;0;" Blue   ";2877;3113;2428;3272
7;0;" White  ";3431;3444;3272;4095
7;1;" NONE   ";0;0;0;517
7;1;" Orange ";1034;1247;517;1422
7;1;" Red    ";1534;1685;1422;1827
7;1;" Green  ";1973;2123;1827;2319
7;1;" Blue   ";2850;3148;2319;3286
7;1;" White  ";3425;3441;3286;4095
7;2;" NONE   ";0;0;0;425
7;2;" Orange ";850;1069;425;1249
7;2;" Red    ";1329;1461;1249;1576
7;2;" Green  ";1716;1897;1576;2246
7;2;" Blue   ";2561;2715;2246;3061
7;2;" White  ";3407;3425;3061;4095
7;3;" NONE   ";0;0;0;376
7;3;" Orange ";753;950;376;1069
7;3;" Red    ";1176;1379;1069;1479
7;3;" Green  ";1555;1713;1479;1991
7;3;" Blue   ";2351;2509;1991;2943
7;3;" White  ";3377;3412;2943;4095
7;4;" NONE   ";0;0;0;372
7;4;" Orange ";744;884;372;1053
7;4;" Red    ";1190;1288;1053;1339
7;4;" Green  ";1460;1701;1339;1883
7;4;" Blue   ";2160;2422;1883;2888
7;4;" White  ";3354;3395;2888;4095
7;5;" NONE   ";0;0;0;343
7;5;" Orange ";686;803;343;979
7;5;" Red    ";1079;1168;979;1239
7;5;" Green  ";1338;1467;1239;1708
7;5;" Blue   ";2036;2147;1708;2706
7;5;" White  ";3265;3357;2706;4095
7;6;" NONE   ";0;0;0;296
7;6;" Orange ";592;789;296;924
7;6;" Red    ";959;1037;924;1092
7;6;" Green  ";1198;1342;1092;1594
7;6;" Blue   ";1855;1968;1594;2492
7;6;" White  ";3017;3200;2492;4095
7;7;" NONE   ";0;0;0;392
7;7;" Orange ";785;1040;392;1135
7;7;" Red    ";1176;1352;1135;1437
7;7;" Green  ";1529;1719;1437;1915
7;7;" Blue   ";2286;2544;1915;2948
7;7;" White  ";3352;3401;2948;4095
7;8;" NONE   ";0;0;0;352
7;8;" Orange ";705;874;352;1013
7;8;" Red    ";1082;1204;1013;1296
7;8;" Green  ";1397;1528;1296;1859
7;8;" Blue   ";2165;2262;1859;2718
7;8;" White  ";3175;3368;2718;4095
7;9;" NONE   ";0;0;0;366
7;9;" Orange ";733;929;366;1129
7;9;" Red    ";1168;1222;1129;1330
7;9;" Green  ";1491;1596;1330;1873
7;9;" Blue   ";2228;2381;1873;2847
7;9;" White  ";3313;3379;2847;4095
7;10;" NONE   ";0;0;0;311
7;10;" Orange ";623;779;311;971
7;10;" Red    ";1044;1098;971;1187
7;10;" Green  ";1347;1458;1187;1698
7;10;" Blue   ";2007;2171;1698;2679
7;10;" White  ";3188;3341;2679;4095
7;11;" NONE   ";0;0;0;329
7;11;" Orange ";658;796;329;971
7;11;" Red    ";1048;1127;971;1216
7;11;" Green  ";1349;1471;1216;1688
7;11;" Blue   ";2033;2211;1688;2658
7;11;" White  ";3105;3340;2658;4095
7;12;" NONE   ";0;0;0;367
7;12;" Orange ";735;880;367;987
7;12;" Red    ";1085;1242;987;1380
7;12;" Green  ";1470;1566;1380;1924
7;12;" Blue   ";2222;2328;1924;2805
7;12;" White  ";3283;3374;2805;4095
7;13;" NONE   ";0;0;0;359
7;13;" Orange ";719;802;359;963
7;13;" Red    ";1142;1254;963;1372
7;13;" Green  ";1489;1655;1372;2021
7;13;" Blue   ";2242;2346;2021;2839
7;13;" White  ";3333;3385;2839;4095
7;14;" NONE   ";0;0;0;402
7;14;" Orange ";805;1014;402;1160
7;14;" Red    ";1235;1387;1160;1465
7;14;" Green  ";1553;1747;1465;1972
7;14;" Blue   ";2347;2571;1972;2975
7;14;" White  ";3379;3398;2975;4095
7;15;" NONE   ";0;0;0;359
7;15;" Orange ";719;858;359;996
7;15;" Red    ";1115;1251;996;1329
7;15;" Green  ";1424;1576;1329;1843
7;15;" Blue   ";2087;2216;1843;2733
7;15;" White  ";3250;3352;2733;4095
8;0;" NONE   ";0;0;0;517
8;0;" Orange ";1035;1195;517;1383
8;0;" Red    ";1531;1687;1383;1780
8;0;" Green  ";1911;2097;1780;2342
8;0;" Blue   ";2788;2969;2342;3130
8;0;" White  ";3292;3307;3130;4095
8;1;" NONE   ";0;0;0;554
8;1;" Orange ";1108;1284;554;1485
8;1;" Red    ";1640;1773;1485;1886
8;1;" Green  ";2094;2289;1886;2691
8;1;" Blue   ";3065;3192;2691;3251
8;1;" White  ";3310;3320;3251;4095
8;2;" NONE   ";0;0;0;450
8;2;" Orange ";900;1090;450;1290
8;2;" Red    ";1344;1444;1290;1530
8;2;" Green  ";1652;1840;1530;2069
8;2;" Blue   ";2382;2603;2069;2932
8;2;" White  ";3262;3285;2932;4095
8;3;" NONE   ";0;0;0;534
8;3;" Orange ";1068;1200;534;1374
8;3;" Red    ";1506;1630;1374;1755
8;3;" Green  ";1944;2120;1755;2578
8;3;" Blue   ";2940;3079;2578;3190
8;3;" White  ";3302;3310;3190;4095
8;4;" NONE   ";0;0;0;426
8;4;" Orange ";852;1029;426;1199
8;4;" Red    ";1283;1394;1199;1476
8;4;" Green  ";1626;1832;1476;2237
8;4;" Blue   ";2435;2568;2237;2912
8;4;" White  ";3257;3285;2912;4095
8;5;" NONE   ";0;0;0;438
8;5;" Orange ";877;1040;438;1203
8;5;" Red    ";1293;1372;1203;1455
8;5;" Green  ";1635;1754;1455;2098
8;5;" Blue   ";2420;2527;2098;2891
8;5;" White  ";3255;3281;2891;4095
8;6;" NONE   ";0;0;0;469
8;6;" Orange ";938;1168;469;1346
8;6;" Red    ";1388;1483;1346;1572
8;6;" Green  ";1709;1873;1572;2219
8;6;" Blue   ";2591;2731;2219;2999
8;6;" White  ";3267;3284;2999;4095
8;7;" NONE   ";0;0;0;536
8;7;" Orange ";1072;1302;536;1519
8;7;" Red    ";1612;1752;1519;1869
8;7;" Green  ";2030;2185;1869;2601
8;7;" Blue   ";3079;3206;2601;3247
8;7;" White  ";3288;3300;3247;4095
8;8;" NONE   ";0;0;0;507
8;8;" Orange ";1015;1179;507;1400
8;8;" Red    ";1474;1556;1400;1705
8;8;" Green  ";1907;2030;1705;2434
8;8;" Blue   ";2806;2968;2434;3120
8;8;" White  ";3272;3296;3120;4095
8;9;" NONE   ";0;0;0;435
8;9;" Orange ";870;1045;435;1150
8;9;" Red    ";1258;1411;1150;1512
8;9;" Green  ";1642;1782;1512;2105
8;9;" Blue   ";2448;2568;2105;2909
8;9;" White  ";3250;3272;2909;4095
8;10;" NONE   ";0;0;0;384
8;10;" Orange ";768;939;384;1119
8;10;" Red    ";1188;1244;1119;1329
8;10;" Green  ";1516;1637;1329;1939
8;10;" Blue   ";2227;2384;1939;2802
8;10;" White  ";3220;3259;2802;4095
8;11;" NONE   ";0;0;0;431
8;11;" Orange ";862;1084;431;1253
8;11;" Red    ";1342;1464;1253;1546
8;11;" Green  ";1688;1907;1546;2451
8;11;" Blue   ";2608;2676;2451;2969
8;11;" White  ";3263;3286;2969;4095
8;12;" NONE   ";0;0;0;465
8;12;" Orange ";931;1093;465;1251
8;12;" Red    ";1361;1508;1251;1643
8;12;" Green  ";1761;1883;1643;2153
8;12;" Blue   ";2586;2731;2153;3002
8;12;" White  ";3274;3282;3002;4095
8;13;" NONE   ";0;0;0;457
8;13;" Orange ";914;1109;457;1293
8;13;" Red    ";1420;1559;1293;1724
8;13;" Green  ";1866;1973;1724;2109
8;13;" Blue   ";2646;2888;2109;3079
8;13;" White  ";3270;3288;3079;4095
8;14;" NONE   ";0;0;0;389
8;14;" Orange ";778;933;389;1071
8;14;" Red    ";1156;1267;1071;1348
8;14;" Green  ";1476;1626;1348;1879
8;14;" Blue   ";2184;2345;1879;2792
8;14;" White  ";3240;3258;2792;4095
8;15;" NONE   ";0;0;0;538
8;15;" Orange ";1077;1285;538;1458
8;15;" Red    ";1524;1672;1458;1758
8;15;" Green  ";1884;2118;1758;2514
8;15;" Blue   ";2853;2996;2514;3134
8;15;" White  ";3272;3287;3134;4095
9;0;" NONE   ";0;0;0;553
9;0;" Orange ";1106;1234;553;1431
9;0;" Red    ";1559;1737;1431;1829
9;0;" Green  ";1922;2194;1829;2541
9;0;" Blue   ";2811;2988;2541;3163
9;0;" White  ";3338;3352;3163;4095
9;1;" NONE   ";0;0;0;496
9;1;" Orange ";992;1171;496;1330
9;1;" Red    ";1454;1561;1330;1665
9;1;" Green  ";1895;2037;1665;2227
9;1;" Blue   ";2705;2920;2227;3128
9;1;" White  ";3337;3347;3128;4095
9;2;" NONE   ";0;0;0;435
9;2;" Orange ";871;1029;435;1214
9;2;" Red    ";1317;1426;1214;1511
9;2;" Green  ";1656;1835;1511;2106
9;2;" Blue   ";2415;2588;2106;2944
9;2;" White  ";3301;3330;2944;4095
9;3;" NONE   ";0;0;0;469
9;3;" Orange ";939;1124;469;1295
9;3;" Red    ";1400;1590;1295;1715
9;3;" Green  ";1798;1959;1715;2396
9;3;" Blue   ";2703;2806;2396;3069
9;3;" White  ";3332;3341;3069;4095
9;4;" NONE   ";0;0;0;388
9;4;" Orange ";777;949;388;1119
9;4;" Red    ";1169;1228;1119;1280
9;4;" Green  ";1441;1626;1280;1911
9;4;" Blue   ";2162;2320;1911;2721
9;4;" White  ";3122;3289;2721;4095
9;5;" NONE   ";0;0;0;402
9;5;" Orange ";804;935;402;1045
9;5;" Red    ";1160;1245;1045;1333
9;5;" Green  ";1496;1650;1333;1840
9;5;" Blue   ";2082;2281;1840;2747
9;5;" White  ";3214;3275;2747;4095
9;6;" NONE   ";0;0;0;374
9;6;" Orange ";748;910;374;1012
9;6;" Red    ";1091;1199;1012;1268
9;6;" Green  ";1398;1544;1268;1772
9;6;" Blue   ";2077;2231;1772;2675
9;6;" White  ";3120;3270;2675;4095
9;7;" NONE   ";0;0;0;353
9;7;" Orange ";707;807;353;998
9;7;" Red    ";1147;1197;998;1255
9;7;" Green  ";1451;1576;1255;1756
9;7;" Blue   ";2148;2349;1756;2758
9;7;" White  ";3167;3285;2758;4095
9;8;" NONE   ";0;0;0;382
9;8;" Orange ";764;838;382;1023
9;8;" Red    ";1154;1203;1023;1278
9;8;" Green  ";1455;1566;1278;1889
9;8;" Blue   ";2163;2275;1889;2707
9;8;" White  ";3139;3275;2707;4095
9;9;" NONE   ";0;0;0;401
9;9;" Orange ";802;989;401;1125
9;9;" Red    ";1192;1284;1125;1399
9;9;" Green  ";1541;1665;1399;1903
9;9;" Blue   ";2271;2458;1903;2865
9;9;" White  ";3273;3301;2865;4095
9;10;" NONE   ";0;0;0;399
9;10;" Orange ";799;917;399;1033
9;10;" Red    ";1160;1288;1033;1386
9;10;" Green  ";1515;1665;1386;1926
9;10;" Blue   ";2227;2392;1926;2826
9;10;" White  ";3260;3302;2826;4095
9;11;" NONE   ";0;0;0;373
9;11;" Orange ";747;886;373;1015
9;11;" Red    ";1131;1252;1015;1297
9;11;" Green  ";1371;1544;1297;1856
9;11;" Blue   ";2102;2224;1856;2608
9;11;" White  ";2992;3266;2608;4095
9;12;" NONE   ";0;0;0;388
9;12;" Orange ";776;964;388;1125
9;12;" Red    ";1178;1275;1125;1400
9;12;" Green  ";1510;1612;1400;1923
9;12;" Blue   ";2222;2339;1923;2786
9;12;" White  ";3234;3293;2786;4095
9;13;" NONE   ";0;0;0;435
9;13;" Orange ";871;1060;435;1250
9;13;" Red    ";1336;1433;1250;1567
9;13;" Green  ";1714;1841;1567;2181
9;13;" Blue   ";2532;2654;2181;2971
9;13;" White  ";3289;3308;2971;4095
9;14;" NONE   ";0;0;0;403
9;14;" Orange ";806;986;403;1122
9;14;" Red    ";1218;1335;1122;1420
9;14;" Green  ";1579;1747;1420;2000
9;14;" Blue   ";2319;2482;2000;2880
9;14;" White  ";3279;3304;2880;4095
9;15;" NONE   ";0;0;0;431
9;15;" Orange ";862;1039;431;1181
9;15;" Red    ";1255;1382;1181;1507
9;15;" Green  ";1620;1755;1507;2116
9;15;" Blue   ";2401;2514;2116;2893
9;15;" White  ";3272;3303;2893;4095
10;0;" NONE   ";0;0;0;497
10;0;" Orange ";995;1181;497;1355
10;0;" Red    ";1442;1627;1355;1700
10;0;" Green  ";1758;1966;1700;2341
10;0;" Blue   ";2665;2869;2341;3147
10;0;" White  ";3426;3444;3147;4095
10;1;" NONE   ";0;0;0;460
10;1;" Orange ";921;1017;460;1246
10;1;" Red    ";1398;1464;1246;1531
10;1;" Green  ";1729;1930;1531;2207
10;1;" Blue   ";2551;2790;2207;3103
10;1;" White  ";3416;3444;3103;4095
10;2;" NONE   ";0;0;0;406
10;2;" Orange ";812;1012;406;1160
10;2;" Red    ";1259;1360;1160;1440
10;2;" Green  ";1607;1778;1440;2069
10;2;" Blue   ";2390;2549;2069;2975
10;2;" White  ";3402;3428;2975;4095
10;3;" NONE   ";0;0;0;395
10;3;" Orange ";790;1031;395;1203
10;3;" Red    ";1230;1336;1203;1459
10;3;" Green  ";1560;1718;1459;2129
10;3;" Blue   ";2384;2510;2129;2946
10;3;" White  ";3383;3417;2946;4095
10;4;" NONE   ";0;0;0;337
10;4;" Orange ";675;783;337;906
10;4;" Red    ";1065;1164;906;1248
10;4;" Green  ";1340;1494;1248;1770
10;4;" Blue   ";2000;2147;1770;2532
10;4;" White  ";2918;3330;2532;4095
10;5;" NONE   ";0;0;0;322
10;5;" Orange ";644;746;322;921
10;5;" Red    ";989;1035;921;1100
10;5;" Green  ";1250;1379;1100;1659
10;5;" Blue   ";1812;1909;1659;2347
10;5;" White  ";2786;3051;2347;4095
10;6;" NONE   ";0;0;0;316
10;6;" Orange ";632;787;316;877
10;6;" Red    ";929;1002;877;1074
10;6;" Green  ";1195;1292;1074;1484
10;6;" Blue   ";1775;1864;1484;2288
10;6;" White  ";2712;2955;2288;4095
10;7;" NONE   ";0;0;0;404
10;7;" Orange ";809;983;404;1129
10;7;" Red    ";1210;1315;1129;1408
10;7;" Green  ";1592;1748;1408;2052
10;7;" Blue   ";2406;2582;2052;2978
10;7;" White  ";3374;3406;2978;4095
10;8;" NONE   ";0;0;0;369
10;8;" Orange ";739;983;369;1169
10;8;" Red    ";1209;1270;1169;1317
10;8;" Green  ";1479;1672;1317;2024
10;8;" Blue   ";2299;2402;2024;2895
10;8;" White  ";3389;3404;2895;4095
10;9;" NONE   ";0;0;0;338
10;9;" Orange ";676;784;338;910
10;9;" Red    ";980;1045;910;1101
10;9;" Green  ";1253;1381;1101;1553
10;9;" Blue   ";1879;2038;1553;2443
10;9;" White  ";2848;3070;2443;4095
10;10;" NONE   ";0;0;0;383
10;10;" Orange ";766;906;383;1100
10;10;" Red    ";1173;1228;1100;1287
10;10;" Green  ";1475;1635;1287;1883
10;10;" Blue   ";2167;2302;1883;2805
10;10;" White  ";3309;3396;2805;4095
10;11;" NONE   ";0;0;0;325
10;11;" Orange ";651;744;325;877
10;11;" Red    ";967;1051;877;1149
10;11;" Green  ";1267;1384;1149;1607
10;11;" Blue   ";1863;1992;1607;2353
10;11;" White  ";2715;3157;2353;4095
10;12;" NONE   ";0;0;0;360
10;12;" Orange ";720;888;360;1049
10;12;" Red    ";1107;1201;1049;1302
10;12;" Green  ";1430;1554;1302;1698
10;12;" Blue   ";2065;2298;1698;2764
10;12;" White  ";3231;3381;2764;4095
10;13;" NONE   ";0;0;0;356
10;13;" Orange ";713;865;356;1010
10;13;" Red    ";1099;1210;1010;1325
10;13;" Green  ";1431;1556;1325;1799
10;13;" Blue   ";2092;2219;1799;2705
10;13;" White  ";3192;3361;2705;4095
10;14;" NONE   ";0;0;0;416
10;14;" Orange ";832;985;416;1126
10;14;" Red    ";1228;1322;1126;1408
10;14;" Green  ";1602;1754;1408;2050
10;14;" Blue   ";2366;2545;2050;2960
10;14;" White  ";3376;3404;2960;4095
10;15;" NONE   ";0;0;0;394
10;15;" Orange ";788;917;394;1079
10;15;" Red    ";1162;1250;1079;1331
10;15;" Green  ";1450;1578;1331;1827
10;15;" Blue   ";2135;2281;1827;2745
10;15;" White  ";3209;3378;2745;4095
11;0;" NONE   ";0;0;0;478
11;0;" Orange ";956;1177;478;1302
11;0;" Red    ";1362;1518;1302;1596
11;0;" Green  ";1717;1919;1596;2309
11;0;" Blue   ";2614;2738;2309;3066
11;0;" White  ";3395;3427;3066;4095
11;1;" NONE   ";0;0;0;500
11;1;" Orange ";1001;1146;500;1304
11;1;" Red    ";1502;1623;1304;1736
11;1;" Green  ";1924;2117;1736;2383
11;1;" Blue   ";2789;3047;2383;3235
11;1;" White  ";3423;3434;3235;4095
11;2;" NONE   ";0;0;0;423
11;2;" Orange ";846;983;423;1144
11;2;" Red    ";1228;1301;1144;1345
11;2;" Green  ";1518;1688;1345;1891
11;2;" Blue   ";2323;2481;1891;2928
11;2;" White  ";3375;3412;2928;4095
11;3;" NONE   ";0;0;0;495
11;3;" Orange ";991;1090;495;1236
11;3;" Red    ";1445;1550;1236;1664
11;3;" Green  ";1883;2083;1664;2559
11;3;" Blue   ";2873;3051;2559;3232
11;3;" White  ";3414;3432;3232;4095
11;4;" NONE   ";0;0;0;410
11;4;" Orange ";821;939;410;1076
11;4;" Red    ";1180;1281;1076;1440
11;4;" Green  ";1546;1647;1440;1831
11;4;" Blue   ";2208;2435;1831;2876
11;4;" White  ";3318;3399;2876;4095
11;5;" NONE   ";0;0;0;371
11;5;" Orange ";742;914;371;1052
11;5;" Red    ";1129;1239;1052;1392
11;5;" Green  ";1498;1599;1392;1740
11;5;" Blue   ";2099;2349;1740;2770
11;5;" White  ";3192;3367;2770;4095
11;6;" NONE   ";0;0;0;349
11;6;" Orange ";698;851;349;990
11;6;" Red    ";1060;1151;990;1231
11;6;" Green  ";1325;1435;1231;1566
11;6;" Blue   ";1941;2164;1566;2635
11;6;" White  ";3107;3315;2635;4095
11;7;" NONE   ";0;0;0;379
11;7;" Orange ";759;921;379;1067
11;7;" Red    ";1125;1218;1067;1327
11;7;" Green  ";1464;1586;1327;1883
11;7;" Blue   ";2216;2350;1883;2784
11;7;" White  ";3218;3347;2784;4095
11;8;" NONE   ";0;0;0;362
11;8;" Orange ";725;891;362;1054
11;8;" Red    ";1125;1218;1054;1295
11;8;" Green  ";1399;1541;1295;1927
11;8;" Blue   ";2182;2292;1927;2775
11;8;" White  ";3258;3362;2775;4095
11;9;" NONE   ";0;0;0;346
11;9;" Orange ";692;798;346;931
11;9;" Red    ";1013;1120;931;1239
11;9;" Green  ";1309;1410;1239;1555
11;9;" Blue   ";1847;2030;1555;2509
11;9;" White  ";2989;3183;2509;4095
11;10;" NONE   ";0;0;0;277
11;10;" Orange ";555;675;277;788
11;10;" Red    ";878;969;788;1052
11;10;" Green  ";1159;1257;1052;1385
11;10;" Blue   ";1683;1806;1385;2151
11;10;" White  ";2496;2870;2151;4095
11;11;" NONE   ";0;0;0;330
11;11;" Orange ";661;796;330;991
11;11;" Red    ";1062;1130;991;1189
11;11;" Green  ";1301;1444;1189;1738
11;11;" Blue   ";1999;2102;1738;2655
11;11;" White  ";3209;3303;2655;4095
11;12;" NONE   ";0;0;0;388
11;12;" Orange ";777;852;388;1031
11;12;" Red    ";1203;1285;1031;1326
11;12;" Green  ";1455;1671;1326;1996
11;12;" Blue   ";2299;2471;1996;2910
11;12;" White  ";3349;3395;2910;4095
11;13;" NONE   ";0;0;0;335
11;13;" Orange ";670;785;335;925
11;13;" Red    ";1000;1100;925;1216
11;13;" Green  ";1283;1364;1216;1658
11;13;" Blue   ";1891;1972;1658;2475
11;13;" White  ";2978;3200;2475;4095
11;14;" NONE   ";0;0;0;430
11;14;" Orange ";861;988;430;1171
11;14;" Red    ";1297;1420;1171;1512
11;14;" Green  ";1625;1753;1512;1898
11;14;" Blue   ";2385;2613;1898;2989
11;14;" White  ";3366;3396;2989;4095
11;15;" NONE   ";0;0;0;378
11;15;" Orange ";757;917;378;1077
11;15;" Red    ";1157;1237;1077;1313
11;15;" Green  ";1463;1585;1313;1724
11;15;" Blue   ";2119;2336;1724;2764
11;15;" White  ";3192;3358;2764;4095
12;0;" NONE   ";0;0;0;525
12;0;" Orange ";1051;1296;525;1471
12;0;" Red    ";1583;1741;1471;1870
12;0;" Green  ";2034;2202;1870;2576
12;0;" Blue   ";3002;3134;2576;3211
12;0;" White  ";3289;3308;3211;4095
12;1;" NONE   ";0;0;0;595
12;1;" Orange ";1190;1409;595;1551
12;1;" Red    ";1698;1862;1551;1968
12;1;" Green  ";2186;2396;1968;2851
12;1;" Blue   ";3144;3222;2851;3260
12;1;" White  ";3298;3309;3260;4095
12;2;" NONE   ";0;0;0;499
12;2;" Orange ";998;1179;499;1346
12;2;" Red    ";1464;1593;1346;1720
12;2;" Green  ";1864;2008;1720;2223
12;2;" Blue   ";2643;2880;2223;3079
12;2;" White  ";3278;3289;3079;4095
12;3;" NONE   ";0;0;0;473
12;3;" Orange ";946;1156;473;1320
12;3;" Red    ";1434;1605;1320;1730
12;3;" Green  ";1827;1982;1730;2383
12;3;" Blue   ";2639;2764;2383;3014
12;3;" White  ";3265;3284;3014;4095
12;4;" NONE   ";0;0;0;457
12;4;" Orange ";914;1087;457;1216
12;4;" Red    ";1303;1482;1216;1584
12;4;" Green  ";1644;1769;1584;2034
12;4;" Blue   ";2383;2576;2034;2911
12;4;" White  ";3247;3256;2911;4095
12;5;" NONE   ";0;0;0;372
12;5;" Orange ";745;877;372;980
12;5;" Red    ";1076;1160;980;1258
12;5;" Green  ";1395;1490;1258;1704
12;5;" Blue   ";1945;2070;1704;2430
12;5;" White  ";2791;3127;2430;4095
12;6;" NONE   ";0;0;0;374
12;6;" Orange ";749;861;374;944
12;6;" Red    ";1061;1166;944;1250
12;6;" Green  ";1352;1457;1250;1677
12;6;" Blue   ";1947;2059;1677;2464
12;6;" White  ";2870;3112;2464;4095
12;7;" NONE   ";0;0;0;375
12;7;" Orange ";751;890;375;1030
12;7;" Red    ";1123;1201;1030;1265
12;7;" Green  ";1415;1539;1265;1822
12;7;" Blue   ";2145;2234;1822;2697
12;7;" White  ";3161;3222;2697;4095
12;8;" NONE   ";0;0;0;417
12;8;" Orange ";835;1000;417;1172
12;8;" Red    ";1258;1332;1172;1417
12;8;" Green  ";1566;1685;1417;1895
12;8;" Blue   ";2306;2465;1895;2838
12;8;" White  ";3212;3241;2838;4095
12;9;" NONE   ";0;0;0;466
12;9;" Orange ";932;1114;466;1228
12;9;" Red    ";1354;1492;1228;1579
12;9;" Green  ";1735;1919;1579;2211
12;9;" Blue   ";2540;2709;2211;2971
12;9;" White  ";3234;3254;2971;4095
12;10;" NONE   ";0;0;0;388
12;10;" Orange ";777;879;388;1025
12;10;" Red    ";1134;1199;1025;1243
12;10;" Green  ";1399;1546;1243;1683
12;10;" Blue   ";2014;2176;1683;2547
12;10;" White  ";2918;3196;2547;4095
12;11;" NONE   ";0;0;0;433
12;11;" Orange ";867;1061;433;1242
12;11;" Red    ";1330;1506;1242;1630
12;11;" Green  ";1697;1798;1630;2041
12;11;" Blue   ";2528;2662;2041;2952
12;11;" White  ";3243;3253;2952;4095
12;12;" NONE   ";0;0;0;389
12;12;" Orange ";779;914;389;1072
12;12;" Red    ";1185;1296;1072;1380
12;12;" Green  ";1498;1620;1380;1771
12;12;" Blue   ";2186;2343;1771;2759
12;12;" White  ";3175;3220;2759;4095
12;13;" NONE   ";0;0;0;475
12;13;" Orange ";950;1168;475;1346
12;13;" Red    ";1420;1498;1346;1582
12;13;" Green  ";1784;1936;1582;2249
12;13;" Blue   ";2629;2764;2249;2999
12;13;" White  ";3235;3247;2999;4095
12;14;" NONE   ";0;0;0;461
12;14;" Orange ";922;1088;461;1276
12;14;" Red    ";1367;1489;1276;1623
12;14;" Green  ";1732;1871;1623;2087
12;14;" Blue   ";2461;2655;2087;2937
12;14;" White  ";3220;3240;2937;4095
12;15;" NONE   ";0;0;0;459
12;15;" Orange ";918;993;459;1121
12;15;" Red    ";1335;1420;1121;1514
12;15;" Green  ";1688;1801;1514;1987
12;15;" Blue   ";2421;2623;1987;2915
12;15;" White  ";3208;3235;2915;4095
13;0;" NONE   ";0;0;0;503
13;0;" Orange ";1007;1111;503;1324
13;0;" Red    ";1490;1559;1324;1638
13;0;" Green  ";1848;2000;1638;2255
13;0;" Blue   ";2690;2864;2255;3134
13;0;" White  ";3405;3427;3134;4095
13;1;" NONE   ";0;0;0;479
13;1;" Orange ";958;1143;479;1254
13;1;" Red    ";1332;1464;1254;1538
13;1;" Green  ";1684;1873;1538;2180
13;1;" Blue   ";2478;2661;2180;3015
13;1;" White  ";3370;3412;3015;4095
13;2;" NONE   ";0;0;0;443
13;2;" Orange ";887;1043;443;1215
13;2;" Red    ";1302;1408;1215;1504
13;2;" Green  ";1634;1829;1504;2075
13;2;" Blue   ";2310;2507;2075;2932
13;2;" White  ";3357;3399;2932;4095
13;3;" NONE   ";0;0;0;405
13;3;" Orange ";811;991;405;1105
13;3;" Red    ";1172;1272;1105;1367
13;3;" Green  ";1525;1634;1367;1808
13;3;" Blue   ";2168;2363;1808;2816
13;3;" White  ";3270;3365;2816;4095
13;4;" NONE   ";0;0;0;393
13;4;" Orange ";786;943;393;1084
13;4;" Red    ";1177;1268;1084;1312
13;4;" Green  ";1428;1593;1312;1835
13;4;" Blue   ";2122;2257;1835;2743
13;4;" White  ";3230;3347;2743;4095
13;5;" NONE   ";0;13;0;340
13;5;" Orange ";667;728;340;868
13;5;" Red    ";982;1054;868;1135
13;5;" Green  ";1204;1288;1135;1522
13;5;" Blue   ";1721;1798;1522;2152
13;5;" White  ";2507;2804;2152;4095
13;6;" NONE   ";0;1;0;324
13;6;" Orange ";648;735;324;824
13;6;" Red    ";941;1010;824;1080
13;6;" Green  ";1186;1272;1080;1465
13;6;" Blue   ";1703;1798;1465;2147
13;6;" White  ";2497;2760;2147;4095
13;7;" NONE   ";0;0;0;397
13;7;" Orange ";795;911;397;998
13;7;" Red    ";1113;1223;998;1292
13;7;" Green  ";1419;1565;1292;1795
13;7;" Blue   ";2124;2333;1795;2777
13;7;" White  ";3221;3347;2777;4095
13;8;" NONE   ";0;0;0;344
13;8;" Orange ";688;815;344;925
13;8;" Red    ";1023;1098;925;1211
13;8;" Green  ";1300;1355;1211;1617
13;8;" Blue   ";1888;1966;1617;2407
13;8;" White  ";2848;3118;2407;4095
13;9;" NONE   ";0;0;0;324
13;9;" Orange ";648;769;324;898
13;9;" Red    ";974;1033;898;1110
13;9;" Green  ";1232;1321;1110;1469
13;9;" Blue   ";1707;1844;1469;2321
13;9;" White  ";2799;2959;2321;4095
13;10;" NONE   ";0;8;0;368
13;10;" Orange ";729;833;368;974
13;10;" Red    ";1060;1169;974;1213
13;10;" Green  ";1270;1427;1213;1646
13;10;" Blue   ";1843;1951;1646;2323
13;10;" White  ";2695;3040;2323;4095
13;11;" NONE   ";0;0;0;373
13;11;" Orange ";747;878;373;1010
13;11;" Red    ";1066;1144;1010;1206
13;11;" Green  ";1328;1448;1206;1688
13;11;" Blue   ";1974;2084;1688;2523
13;11;" White  ";2963;3247;2523;4095
13;12;" NONE   ";0;0;0;370
13;12;" Orange ";740;872;370;1046
13;12;" Red    ";1090;1132;1046;1232
13;12;" Green  ";1390;1462;1232;1648
13;12;" Blue   ";1986;2118;1648;2579
13;12;" White  ";3041;3257;2579;4095
13;13;" NONE   ";0;0;0;373
13;13;" Orange ";747;876;373;1042
