test_num;board;sensor;marble_color;min_value;max_value;low_threshold;high_threshold;;min_range;max_range;sensor_amplitude;monitored_mean;coeff_monitored_range;coeff_full_range;adjusting_factor;coeff_adjusted;Maxy ref alpha;maxy i ref;maxy cal alpha;adjusted_full_range
1;1;7; Black  ;253;371;154;994;;253;2743;2490;312;0.0236947791164659;0.113744075829384;0.978588807785888;305.319708029197;2240;2761;2301;0.110006814038146
1;1;7; Red    ;1617;1722;994;1970;;253;2743;2490;1669.5;0.568875502008032;0.608640174990886;0.978588807785888;1633.75401459854;2240;2761;2301;0.588642230886812
1;1;7; Blue   ;2219;2330;1970;2514;;253;2743;2490;2274.5;0.811847389558233;0.829201604083121;0.978588807785888;2225.800243309;2240;2761;2301;0.801956726056935
1;1;7; Yellow ;2699;2743;2514;3039;;253;2743;2490;2721;0.991164658634538;0.991979584396646;0.978588807785888;2662.7401459854;2240;2761;2301;0.959386349351911
1;1;7; White  ;3335;3422;3039;4095;;253;2743;2490;3378.5;1.25522088353414;1.23168064163325;0.978588807785888;3306.16228710462;2240;2761;2301;1.19121160649961
1;1;8; NONE   ;92;167;0;244;;320;3037;2717;129.5;-0.0701140964298859;0.042640763911755;0.978588807785888;126.727250608273;2240;2951;2301;0.042720070289007
1;1;8; Black  ;320;428;244;1112;;320;3037;2717;374;0.0198748619801251;0.123147843266381;0.978588807785888;365.992214111922;2240;2951;2301;0.123376882533503
1;1;8; Red    ;1796;1881;1112;2093;;320;3037;2717;1838.5;0.558888479941112;0.605367138623642;0.978588807785888;1799.13552311436;2240;2951;2301;0.606493044218837
1;1;8; Blue   ;2305;2451;2093;2725;;320;3037;2717;2378;0.757453073242547;0.783009548896938;0.978588807785888;2327.08418491484;2240;2951;2301;0.784465846696978
1;1;8; Yellow ;2999;3037;2725;3263;;320;3037;2717;3018;0.993006993006993;0.993743826144221;0.978588807785888;2953.38102189781;2240;2951;2301;0.99559206279709
1;1;8; White  ;3489;3660;3263;4095;;320;3037;2717;3574.5;1.19782848730217;1.1769838656569;0.978588807785888;3497.96569343066;2240;2951;2301;1.17917290539039
1;1;9; NONE   ;75;124;0;146;;167;2460;2293;99.5;-0.0294374182293938;0.0404471544715447;0.978588807785888;97.3695863746959;2240;2346;2301;0.0412882497064733
1;1;9; Black  ;167;254;146;877;;167;2460;2293;210.5;0.0189707806367205;0.0855691056910569;0.978588807785888;205.992944038929;2240;2346;2301;0.0873485081729912
1;1;9; Red    ;1500;1546;877;1702;;167;2460;2293;1523;0.591365023986045;0.619105691056911;0.978588807785888;1490.39075425791;2240;2346;2301;0.631979942743305
1;1;9; Blue   ;1859;1986;1702;2196;;167;2460;2293;1922.5;0.765590928914086;0.78150406504065;0.978588807785888;1881.33698296837;2240;2346;2301;0.797755377494421
1;1;9; Yellow ;2406;2460;2196;2674;;167;2460;2293;2433;0.988225032708242;0.989024390243902;0.978588807785888;2380.90656934307;2240;2346;2301;1.00959107071206
1;1;9; White  ;2887;2983;2674;4095;;167;2460;2293;2935;1.20715220235499;1.19308943089431;0.978588807785888;2872.15815085158;2240;2346;2301;1.21789962702009
1;1;10; NONE   ;76;125;0;178;;231;2414;2183;100.5;-0.059780119102153;0.0416321458160729;0.978588807785888;98.3481751824818;2240;2358;2301;0.0414909769289379
1;1;10; Black  ;231;271;178;884;;231;2414;2183;251;0.00916170407695831;0.103976801988401;0.978588807785888;245.625790754258;2240;2358;2301;0.103624230936949
1;1;10; Red    ;1497;1558;884;1706;;231;2414;2183;1527.5;0.593907466788823;0.632767191383596;0.978588807785888;1494.79440389294;2240;2358;2301;0.630621564765697
1;1;10; Blue   ;1853;1900;1706;2144;;231;2414;2183;1876.5;0.753779202931745;0.777340513670257;0.978588807785888;1836.32189781022;2240;2358;2301;0.774704658777631
1;1;10; Yellow ;2387;2414;2144;2638;;231;2414;2183;2400.5;0.993815849748053;0.994407622203811;0.978588807785888;2349.10243309002;2240;2358;2301;0.991035722566322
1;1;10; White  ;2862;2942;2638;4095;;231;2414;2183;2902;1.22354557947778;1.20215410107705;0.978588807785888;2839.86472019465;2240;2358;2301;1.19807776166943
1;1;11; NONE   ;100;192;0;208;;224;2494;2270;146;-0.0343612334801762;0.0585404971932638;0.978588807785888;142.87396593674;2240;2440;2301;0.0582497987332664
1;1;11; Black  ;224;343;208;960;;224;2494;2270;283.5;0.0262114537444934;0.113672814755413;0.978588807785888;277.429927007299;2240;2440;2301;0.113108342060829
1;1;11; Red    ;1576;1596;960;1758;;224;2494;2270;1586;0.6;0.635926222935044;0.978588807785888;1552.04184914842;2240;2440;2301;0.632768361581921
1;1;11; Blue   ;1920;2024;1758;2217;;224;2494;2270;1972;0.770044052863436;0.790697674418605;0.978588807785888;1929.77712895377;2240;2440;2301;0.786771254123296
1;1;11; Yellow ;2410;2494;2217;2723;;224;2494;2270;2452;0.981497797356828;0.983159582999198;0.978588807785888;2399.499756691;2240;2440;2301;0.978277441739515
1;1;11; White  ;2952;3116;2723;4095;;224;2494;2270;3034;1.23788546255507;1.21651964715317;0.978588807785888;2969.03844282238;2240;2440;2301;1.21047869422418
1;1;12; NONE   ;70;110;0;216;;322;2598;2276;90;-0.101933216168717;0.0346420323325635;0.978588807785888;88.0729927007299;2240;2632;2301;0.0332880246331382
1;1;12; Black  ;322;400;216;996;;322;2598;2276;361;0.0171353251318102;0.138953040800616;0.978588807785888;353.270559610706;2240;2632;2301;0.133521965472921
