board;sensor;marble_color;min_value;max_value;mean;low_threshold;high_threshold
9;5;" Orange ";932;1066;998;531;1341
9;5;" Green  ";1616;1737;1684;1341;2531
9;5;" White  ";3326;3548;3503;2531;4095
9;6;" NONE   ";1;83;22;0;465
9;6;" Orange ";847;1058;958;465;1314
9;6;" Green  ";1570;1678;1632;1314;2586
9;6;" White  ";3495;3564;3513;2586;4095
9;7;" NONE   ";0;62;7;0;478
9;7;" Orange ";894;1027;951;478;1327
9;7;" Green  ";1628;1784;1692;1327;2660
9;7;" White  ";3536;3566;3552;2660;4095
9;8;" NONE   ";0;91;19;0;468
9;8;" Orange ";846;1021;928;468;1311
9;8;" Green  ";1602;1740;1661;1311;2636
9;8;" White  ";3533;3576;3544;2636;4095
9;9;" NONE   ";0;53;4;0;483
9;9;" Orange ";914;1129;1034;483;1402
9;9;" Green  ";1675;1872;1796;1402;2707
9;9;" White  ";3542;3602;3571;2707;4095
9;10;" NONE   ";0;70;10;0;495
9;10;" Orange ";920;1071;987;495;1366
9;10;" Green  ";1662;1855;1741;1366;2691
9;10;" White  ";3527;3564;3550;2691;4095
9;11;" NONE   ";22;89;52;0;494
9;11;" Orange ";900;1086;992;494;1343
9;11;" Green  ";1601;1736;1652;1343;2484
9;11;" White  ";3233;3540;3481;2484;4095
9;12;" NONE   ";0;44;7;0;473
9;12;" Orange ";903;1065;989;473;1393
9;12;" Green  ";1722;1839;1771;1393;2690
9;12;" White  ";3541;3575;3554;2690;4095
9;13;" NONE   ";1;68;18;0;543
9;13;" Orange ";1018;1220;1135;543;1522
9;13;" Green  ";1825;2002;1909;1522;2780
9;13;" White  ";3559;3592;3577;2780;4095
9;14;" NONE   ";0;14;1;0;478
9;14;" Orange ";942;1075;1030;478;1383
9;14;" Green  ";1691;1892;1785;1383;2719
9;14;" White  ";3546;3581;3565;2719;4095
9;15;" NONE   ";0;43;5;0;514
9;15;" Orange ";986;1170;1076;514;1511
9;15;" Green  ";1853;2009;1907;1511;2775
9;15;" White  ";3542;3590;3572;2775;4095
10;0;" NONE   ";0;71;12;0;550
10;0;" Orange ";1030;1204;1107;550;1584
10;0;" Green  ";1965;2090;2021;1584;2858
10;0;" White  ";3626;3663;3649;2858;4095
10;1;" NONE   ";0;37;1;0;520
10;1;" Orange ";1004;1175;1090;520;1520
10;1;" Green  ";1865;2011;1939;1520;2823
10;1;" White  ";3636;3667;3647;2823;4095
10;2;" NONE   ";0;19;0;0;473
10;2;" Orange ";927;1087;1011;473;1395
10;2;" Green  ";1703;1848;1771;1395;2720
10;2;" White  ";3593;3647;3624;2720;4095
10;3;" NONE   ";0;27;0;0;446
10;3;" Orange ";866;1031;958;446;1353
10;3;" Green  ";1676;1823;1740;1353;2715
10;3;" White  ";3607;3637;3618;2715;4095
10;4;" NONE   ";0;20;0;0;404
10;4;" Orange ";788;935;869;404;1189
10;4;" Green  ";1444;1559;1509;1189;2338
10;4;" White  ";3118;3487;3393;2338;4095
10;5;" NONE   ";0;41;1;0;368
10;5;" Orange ";695;826;780;368;1057
10;5;" Green  ";1289;1476;1385;1057;2242
10;5;" White  ";3008;3174;3099;2242;4095
10;6;" NONE   ";0;41;2;0;386
10;6;" Orange ";731;903;815;386;1121
10;6;" Green  ";1340;1500;1424;1121;2245
10;6;" White  ";2991;3250;3190;2245;4095
10;7;" NONE   ";0;22;0;0;457
10;7;" Orange ";892;1081;977;457;1352
10;7;" Green  ";1624;1824;1713;1352;2699
10;7;" White  ";3574;3618;3603;2699;4095
10;8;" NONE   ";0;25;0;0;437
10;8;" Orange ";849;1024;934;437;1293
10;8;" Green  ";1562;1793;1659;1293;2685
10;8;" White  ";3577;3615;3600;2685;4095
10;9;" NONE   ";0;24;0;0;367
10;9;" Orange ";710;874;802;367;1102
10;9;" Green  ";1331;1532;1413;1102;2286
10;9;" White  ";3041;3246;3175;2286;4095
10;10;" NONE   ";0;20;0;0;436
10;10;" Orange ";852;1039;928;436;1307
10;10;" Green  ";1576;1743;1639;1307;2656
10;10;" White  ";3569;3603;3582;2656;4095
10;11;" NONE   ";0;18;0;0;377
10;11;" Orange ";736;863;781;377;1105
10;11;" Green  ";1347;1434;1401;1105;2169
10;11;" White  ";2905;3238;3154;2169;4095
10;12;" NONE   ";0;9;0;0;403
10;12;" Orange ";797;948;877;403;1243
10;12;" Green  ";1539;1708;1619;1243;2623
10;12;" White  ";3539;3591;3563;2623;4095
10;13;" NONE   ";0;14;0;0;400
10;13;" Orange ";787;988;904;400;1258
10;13;" Green  ";1528;1622;1574;1258;2493
10;13;" White  ";3364;3559;3512;2493;4095
10;14;" NONE   ";0;11;0;0;445
10;14;" Orange ";880;1059;968;445;1378
10;14;" Green  ";1698;1782;1734;1378;2687
10;14;" White  ";3592;3628;3608;2687;4095
10;15;" NONE   ";0;24;0;0;435
10;15;" Orange ";847;973;913;435;1283
10;15;" Green  ";1594;1681;1630;1283;2492
10;15;" White  ";3304;3595;3528;2492;4095
11;0;" NONE   ";2;78;27;0;580
11;0;" Orange ";1082;1198;1140;580;1530
11;0;" Green  ";1863;2015;1945;1530;2803
11;0;" White  ";3592;3642;3624;2803;4095
11;1;" NONE   ";0;53;5;0;558
11;1;" Orange ";1064;1242;1168;558;1629
11;1;" Green  ";2017;2193;2107;1629;2906
11;1;" White  ";3619;3656;3637;2906;4095
11;2;" NONE   ";0;23;0;0;430
11;2;" Orange ";838;1119;997;430;1379
11;2;" Green  ";1639;1762;1712;1379;2672
11;2;" White  ";3582;3618;3603;2672;4095
11;3;" NONE   ";0;30;0;0;536
11;3;" Orange ";1042;1268;1152;536;1600
11;3;" Green  ";1933;2177;2055;1600;2897
11;3;" White  ";3618;3645;3629;2897;4095
11;4;" NONE   ";0;17;0;0;451
11;4;" Orange ";885;1035;970;451;1313
11;4;" Green  ";1591;1776;1693;1313;2625
11;4;" White  ";3475;3599;3575;2625;4095
11;5;" NONE   ";0;52;2;0;434
11;5;" Orange ";816;1005;923;434;1291
11;5;" Green  ";1577;1671;1629;1291;2603
11;5;" White  ";3536;3582;3561;2603;4095
11;6;" NONE   ";0;27;0;0;401
11;6;" Orange ";775;952;867;401;1198
11;6;" Green  ";1444;1587;1521;1198;2453
11;6;" White  ";3320;3538;3459;2453;4095
11;7;" NONE   ";0;24;0;0;410
11;7;" Orange ";797;1024;930;410;1259
11;7;" Green  ";1495;1730;1615;1259;2577
11;7;" White  ";3424;3540;3497;2577;4095
11;8;" NONE   ";0;39;1;0;415
11;8;" Orange ";791;929;871;415;1203
11;8;" Green  ";1478;1660;1566;1203;2572
11;8;" White  ";3484;3561;3532;2572;4095
11;9;" NONE   ";0;72;15;0;422
11;9;" Orange ";772;902;841;422;1112
11;9;" Green  ";1323;1491;1434;1112;2293
11;9;" White  ";3096;3381;3252;2293;4095
11;10;" NONE   ";0;39;2;0;359
11;10;" Orange ";679;803;727;359;1011
11;10;" Green  ";1220;1374;1307;1011;2132
11;10;" White  ";2890;2996;2951;2132;4095
11;11;" NONE   ";0;25;0;0;384
11;11;" Orange ";743;904;825;384;1177
11;11;" Green  ";1451;1586;1508;1177;2302
11;11;" White  ";3019;3415;3342;2302;4095
11;12;" NONE   ";0;16;0;0;442
11;12;" Orange ";868;1038;941;442;1347
11;12;" Green  ";1657;1756;1692;1347;2643
11;12;" White  ";3530;3600;3579;2643;4095
11;13;" NONE   ";0;29;0;0;374
11;13;" Orange ";720;892;818;374;1095
11;13;" Green  ";1298;1427;1362;1095;2252
11;13;" White  ";3078;3252;3155;2252;4095
11;14;" NONE   ";0;29;1;0;489
11;14;" Orange ";949;1124;1026;489;1433
11;14;" Green  ";1743;1880;1801;1433;2723
11;14;" White  ";3566;3620;3596;2723;4095
11;15;" NONE   ";0;49;5;0;452
11;15;" Orange ";855;1013;944;452;1294
11;15;" Green  ";1576;1732;1656;1294;2636
11;15;" White  ";3541;3577;3553;2636;4095
12;0;" NONE   ";73;163;111;0;689
12;0;" Orange ";1216;1537;1391;689;1863
12;0;" Green  ";2190;2466;2381;1863;3012
12;0;" White  ";3558;3570;3564;3012;4095
12;1;" NONE   ";57;162;108;0;737
12;1;" Orange ";1313;1483;1399;737;1904
12;1;" Green  ";2326;2606;2486;1904;3079
12;1;" White  ";3552;3576;3563;3079;4095
12;2;" NONE   ";80;164;122;0;643
12;2;" Orange ";1123;1272;1226;643;1606
12;2;" Green  ";1941;2166;2049;1606;2847
12;2;" White  ";3529;3551;3539;2847;4095
12;3;" NONE   ";70;142;108;0;622
12;3;" Orange ";1102;1261;1183;622;1590
12;3;" Green  ";1919;2128;2044;1590;2825
12;3;" White  ";3523;3551;3538;2825;4095
12;4;" NONE   ";95;165;129;0;585
12;4;" Orange ";1005;1225;1111;585;1508
12;4;" Green  ";1792;1960;1884;1508;2708
12;4;" White  ";3456;3516;3499;2708;4095
12;5;" NONE   ";81;181;120;0;531
12;5;" Orange ";881;1037;953;531;1271
12;5;" Green  ";1506;1655;1588;1271;2457
12;5;" White  ";3260;3362;3310;2457;4095
12;6;" NONE   ";87;187;133;0;525
12;6;" Orange ";864;1018;946;525;1269
12;6;" Green  ";1521;1607;1566;1269;2343
12;6;" White  ";3080;3356;3288;2343;4095
12;7;" NONE   ";34;140;75;0;519
12;7;" Orange ";899;1052;973;519;1309
12;7;" Green  ";1566;1703;1646;1309;2570
12;7;" White  ";3437;3490;3468;2570;4095
12;8;" NONE   ";44;138;85;0;566
12;8;" Orange ";994;1187;1094;566;1466
12;8;" Green  ";1745;1936;1844;1466;2709
12;8;" White  ";3482;3518;3504;2709;4095
12;9;" NONE   ";49;159;97;0;626
12;9;" Orange ";1094;1281;1176;626;1587
12;9;" Green  ";1893;2117;2015;1587;2804
12;9;" White  ";3492;3523;3512;2804;4095
12;10;" NONE   ";76;172;113;0;521
12;10;" Orange ";871;1061;976;521;1317
12;10;" Green  ";1573;1732;1647;1317;2571
12;10;" White  ";3410;3464;3436;2571;4095
12;11;" NONE   ";36;110;66;0;550
12;11;" Orange ";991;1158;1092;550;1516
12;11;" Green  ";1874;2003;1945;1516;2744
12;11;" White  ";3485;3521;3505;2744;4095
12;12;" NONE   ";43;127;88;0;529
12;12;" Orange ";931;1112;1034;529;1378
12;12;" Green  ";1645;1792;1725;1378;2625
12;12;" White  ";3458;3496;3479;2625;4095
12;13;" NONE   ";87;151;120;0;621
12;13;" Orange ";1092;1277;1200;621;1607
12;13;" Green  ";1938;2052;1998;1607;2774
12;13;" White  ";3496;3517;3505;2774;4095
12;14;" NONE   ";61;178;98;0;631
12;14;" Orange ";1085;1218;1139;631;1546
12;14;" Green  ";1874;2072;1975;1546;2774
12;14;" White  ";3477;3514;3501;2774;4095
12;15;" NONE   ";48;152;95;0;573
12;15;" Orange ";994;1206;1120;573;1490
12;15;" Green  ";1774;2035;1918;1490;2760
12;15;" White  ";3486;3510;3499;2760;4095
13;0;" NONE   ";96;250;165;0;677
13;0;" Orange ";1105;1321;1201;677;1629
13;0;" Green  ";1938;2147;2025;1629;2877
13;0;" White  ";3607;3632;3619;2877;4095
13;1;" NONE   ";135;247;182;0;653
13;1;" Orange ";1059;1175;1109;653;1504
13;1;" Green  ";1833;1927;1872;1504;2738
13;1;" White  ";3550;3606;3592;2738;4095
13;2;" NONE   ";139;233;187;0;632
13;2;" Orange ";1032;1199;1119;632;1437
13;2;" Green  ";1675;1831;1764;1437;2694
13;2;" White  ";3558;3607;3577;2694;4095
13;3;" NONE   ";73;195;153;0;584
13;3;" Orange ";974;1132;1056;584;1386
13;3;" Green  ";1640;1793;1724;1386;2618
13;3;" White  ";3443;3561;3533;2618;4095
13;4;" NONE   ";98;193;147;0;559
13;4;" Orange ";926;1035;979;559;1322
13;4;" Green  ";1609;1727;1653;1322;2494
13;4;" White  ";3262;3537;3473;2494;4095
13;5;" NONE   ";126;278;184;0;549
13;5;" Orange ";821;934;873;549;1123
13;5;" Green  ";1313;1461;1389;1123;2055
13;5;" White  ";2649;2864;2813;2055;4095
13;6;" NONE   ";112;243;167;0;508
13;6;" Orange ";773;923;840;508;1091
13;6;" Green  ";1259;1406;1341;1091;2039
13;6;" White  ";2673;2909;2826;2039;4095
13;7;" NONE   ";62;209;141;0;560
13;7;" Orange ";911;1060;984;560;1335
13;7;" Green  ";1610;1732;1661;1335;2602
13;7;" White  ";3473;3551;3529;2602;4095
13;8;" NONE   ";83;215;147;0;505
13;8;" Orange ";795;939;890;505;1168
13;8;" Green  ";1397;1536;1464;1168;2275
13;8;" White  ";3014;3222;3166;2275;4095
13;9;" NONE   ";66;200;122;0;500
13;9;" Orange ";800;928;868;500;1149
13;9;" Green  ";1371;1497;1425;1149;2250
13;9;" White  ";3004;3126;3055;2250;4095
13;10;" NONE   ";123;276;184;0;561
13;10;" Orange ";846;966;925;561;1204
13;10;" Green  ";1443;1540;1491;1204;2255
13;10;" White  ";2970;3212;3114;2255;4095
13;11;" NONE   ";110;199;150;0;524
13;11;" Orange ";849;992;925;524;1238
13;11;" Green  ";1484;1633;1553;1238;2451
13;11;" White  ";3269;3403;3331;2451;4095
13;12;" NONE   ";86;183;140;0;526
13;12;" Orange ";869;977;929;526;1230
13;12;" Green  ";1484;1619;1559;1230;2360
13;12;" White  ";3102;3427;3318;2360;4095
13;13;" NONE   ";124;221;176;0;550
13;13;" Orange ";880;1044;981;550;1243
13;13;" Green  ";1442;1622;1532;1243;2418
13;13;" White  ";3215;3335;3273;2418;4095
13;14;" NONE   ";133;248;177;0;593
13;14;" Orange ";938;1059;1009;593;1338
13;14;" Green  ";1618;1791;1699;1338;2578
13;14;" White  ";3366;3553;3514;2578;4095
13;15;" NONE   ";141;268;201;0;586
13;15;" Orange ";905;1081;994;586;1323
13;15;" Green  ";1566;1647;1608;1323;2539
13;15;" White  ";3431;3523;3466;2539;4095
14;0;" NONE   ";135;262;196;0;653
14;0;" Orange ";1044;1250;1152;653;1556
14;0;" Green  ";1862;2042;1945;1556;2807
14;0;" White  ";3572;3605;3592;2807;4095
14;1;" NONE   ";141;221;175;0;708
14;1;" Orange ";1195;1417;1299;708;1768
14;1;" Green  ";2120;2343;2225;1768;2967
14;1;" White  ";3591;3622;3608;2967;4095
14;2;" NONE   ";137;247;192;0;686
14;2;" Orange ";1125;1399;1262;686;1674
14;2;" Green  ";1950;2127;2024;1674;2854
14;2;" White  ";3582;3613;3595;2854;4095
14;3;" NONE   ";162;261;205;0;636
14;3;" Orange ";1012;1215;1108;636;1486
14;3;" Green  ";1757;1876;1796;1486;2697
14;3;" White  ";3518;3572;3553;2697;4095
14;4;" NONE   ";156;266;214;0;640
14;4;" Orange ";1014;1177;1075;640;1427
14;4;" Green  ";1677;1879;1776;1427;2710
14;4;" White  ";3542;3564;3553;2710;4095
14;5;" NONE   ";125;255;184;0;589
14;5;" Orange ";923;1096;1014;589;1346
14;5;" Green  ";1596;1700;1651;1346;2464
14;5;" White  ";3229;3509;3454;2464;4095
14;6;" NONE   ";110;238;166;0;571
14;6;" Orange ";905;1059;982;571;1297
14;6;" Green  ";1536;1698;1606;1297;2523
14;6;" White  ";3349;3514;3403;2523;4095
14;7;" NONE   ";137;278;200;0;608
14;7;" Orange ";938;1091;1013;608;1381
14;7;" Green  ";1672;1772;1721;1381;2631
14;7;" White  ";3490;3539;3518;2631;4095
14;8;" NONE   ";136;256;196;0;590
14;8;" Orange ";924;1080;1001;590;1337
14;8;" Green  ";1594;1714;1656;1337;2533
14;8;" White  ";3353;3521;3477;2533;4095
14;9;" NONE   ";96;239;160;0;701
14;9;" Orange ";1163;1325;1233;701;1632
14;9;" Green  ";1940;2119;2029;1632;2843
14;9;" White  ";3568;3598;3582;2843;4095
14;10;" NONE   ";158;283;208;0;598
14;10;" Orange ";914;1025;987;598;1280
14;10;" Green  ";1536;1634;1583;1280;2356
14;10;" White  ";3079;3397;3313;2356;4095
14;11;" NONE   ";126;230;180;0;615
14;11;" Orange ";1001;1180;1058;615;1424
14;11;" Green  ";1669;1822;1728;1424;2670
14;11;" White  ";3519;3548;3534;2670;4095
14;12;" NONE   ";79;187;149;0;605
14;12;" Orange ";1023;1159;1085;605;1405
14;12;" Green  ";1652;1780;1719;1405;2637
14;12;" White  ";3495;3544;3527;2637;4095
14;13;" NONE   ";140;238;194;0;621
14;13;" Orange ";1005;1161;1086;621;1409
14;13;" Green  ";1658;1770;1715;1409;2573
14;13;" White  ";3377;3547;3517;2573;4095
14;14;" NONE   ";171;274;213;0;643
14;14;" Orange ";1013;1242;1146;643;1523
14;14;" Green  ";1805;1984;1881;1523;2749
14;14;" White  ";3514;3581;3556;2749;4095
14;15;" NONE   ";183;322;243;0;682
14;15;" Orange ";1043;1234;1131;682;1521
14;15;" Green  ";1808;1913;1855;1521;2730
14;15;" White  ";3547;3574;3557;2730;4095
15;0;" NONE   ";168;281;236;0;720
15;0;" Orange ";1159;1370;1245;720;1694
15;0;" Green  ";2019;2127;2074;1694;2837
15;0;" White  ";3548;3572;3559;2837;4095
15;1;" NONE   ";203;286;240;0;771
15;1;" Orange ";1257;1472;1373;771;1825
15;1;" Green  ";2179;2335;2270;1825;2944
15;1;" White  ";3553;3578;3564;2944;4095
15;2;" NONE   ";146;245;202;0;664
15;2;" Orange ";1083;1257;1164;664;1526
15;2;" Green  ";1795;1945;1867;1526;2721
15;2;" White  ";3497;3557;3535;2721;4095
15;3;" NONE   ";126;230;188;0;640
15;3;" Orange ";1050;1175;1121;640;1462
15;3;" Green  ";1750;1912;1823;1462;2706
15;3;" White  ";3501;3537;3517;2706;4095
15;4;" NONE   ";129;228;184;0;626
15;4;" Orange ";1025;1159;1083;626;1444
15;4;" Green  ";1729;1891;1804;1444;2693
15;4;" White  ";3495;3532;3518;2693;4095
15;5;" NONE   ";166;290;220;0;607
15;5;" Orange ";925;1089;1004;607;1348
15;5;" Green  ";1607;1722;1665;1348;2411
15;5;" White  ";3100;3450;3377;2411;4095
15;6;" NONE   ";147;257;191;0;556
15;6;" Orange ";855;986;919;556;1191
15;6;" Green  ";1397;1511;1456;1191;2307
15;6;" White  ";3103;3196;3152;2307;4095
15;7;" NONE   ";143;256;193;0;653
15;7;" Orange ";1050;1176;1103;653;1473
15;7;" Green  ";1770;1883;1817;1473;2675
15;7;" White  ";3468;3517;3494;2675;4095
15;8;" NONE   ";126;244;183;0;624
15;8;" Orange ";1004;1128;1070;624;1404
15;8;" Green  ";1680;1814;1760;1404;2642
15;8;" White  ";3471;3519;3502;2642;4095
15;9;" NONE   ";140;258;198;0;575
15;9;" Orange ";892;1081;1005;575;1290
15;9;" Green  ";1500;1685;1607;1290;2517
15;9;" White  ";3349;3448;3415;2517;4095
15;10;" NONE   ";157;282;198;0;564
15;10;" Orange ";846;1009;903;564;1213
15;10;" Green  ";1417;1545;1481;1213;2183
15;10;" White  ";2821;3156;3052;2183;4095
15;11;" NONE   ";127;230;173;0;568
15;11;" Orange ";906;1000;949;568;1223
15;11;" Green  ";1446;1563;1502;1223;2394
15;11;" White  ";3225;3319;3264;2394;4095
15;12;" NONE   ";113;206;163;0;545
15;12;" Orange ";885;1032;964;545;1264
15;12;" Green  ";1496;1611;1558;1264;2451
15;12;" White  ";3291;3393;3349;2451;4095
15;13;" NONE   ";160;261;217;0;627
15;13;" Orange ";993;1138;1076;627;1384
15;13;" Green  ";1631;1790;1689;1384;2512
15;13;" White  ";3234;3490;3438;2512;4095
15;14;" NONE   ";159;251;194;0;645
15;14;" Orange ";1040;1214;1135;645;1481
15;14;" Green  ";1748;1932;1844;1481;2718
15;14;" White  ";3504;3537;3516;2718;4095
15;15;" NONE   ";184;289;239;0;678
15;15;" Orange ";1067;1258;1151;678;1553
15;15;" Green  ";1848;1989;1908;1553;2747
15;15;" White  ";3505;3537;3519;2747;4095
